initials,es_ID,study_ID,species_ID,population_ID,family_ID,shared_trt_ID,cohort_ID,note_ID,data_source,data_url,fig_file_name,data_type,data_file_name,peer.reviewed,ref,title,pub_year,journal,thesis_chapter,doi,citation,phylum,class,order,family,genus,species,genus_species,habitat,taxonomic_group,reproduction_mode,life_stage_manip,life_stage_tested,brought_common_temp,mobility_life_stage_manip,time_common_temp,common_temp,exp_design,origin_hatching,latitude,longitude,elevation,season,year,body_length,body_mass,age_tested,sex,housing_temp,incubation_independent,metric,endpoint,acc_temp_low,acc_temp_high,acc_temp_var,is_acc_temp_fluctuating,acc_duration,ramping,set_time,n_test_temp,n_replicates_per_temp,n_animals_per_replicate,humidity,oxygen,salinity,pH,photoperiod,gravidity,starved,minor_concerns,major_concerns,notes_moderators,mean_HT_low,sd_HT_low,n_HT_low,mean_HT_high,sd_HT_high,n_HT_high,error_type,notes_es,exclude,n_trt,n_cohort,within_study_mean_low,within_study_mean_high,within_study_sd_low,within_study_sd_high,between_study_mean_low,between_study_mean_high,between_study_sd_low,between_study_sd_high,imputed,imputed_sd_low,imputed_sd_high,dARR,Var_dARR,precision,is_concern
PP,127,32,11,28,30,68,99,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,50,1.5,NA,unknown,NA,NA,LT50,death,25,27,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of 0+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.2927269,1.52534434,5,31.1264715,1.56771502,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.52534434,1.56771502,0.41687229999999964,0.05982751267534124,4.088363725219762,yes
PP,128,32,11,28,30,69,100,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,100,11,NA,unknown,NA,NA,LT50,death,5,10,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology. SD missing for animals acclimated to 5C.,"Data for the 100-min survival of 1+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",27.9809803,NA,5,29.1368536,1.18637893,5,sd,Data digitised from figure. Standard deviation missing for animals acclimated to 5C.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,yes,0.61985276681348,1.18637893,0.23117465999999992,0.0042253286232982225,15.384017106729065,yes
PP,129,32,11,28,30,69,101,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,100,11,NA,unknown,NA,NA,LT50,death,10,15,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of 1+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",29.1368536,1.18637893,5,30.2927269,1.86430975,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.18637893,1.86430975,0.23117466000000064,0.010685472012397765,9.67393454182135,yes
PP,130,32,11,28,30,69,102,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,100,11,NA,unknown,NA,NA,LT50,death,15,20,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of 1+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.2927269,1.86430975,5,31.0696253,1.52534434,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.86430975,1.52534434,0.15537967999999935,0.011834447497383136,9.192338454750823,yes
PP,131,32,11,28,30,69,103,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,100,11,NA,unknown,NA,NA,LT50,death,20,25,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of 1+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",31.0696253,1.52534434,5,30.652753,1.44060299,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.52534434,1.44060299,-0.08337445999999957,0.008818386853533597,10.648916618918916,yes
PP,132,32,11,28,30,69,104,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,100,11,NA,unknown,NA,NA,LT50,death,25,27,0.15,constant,14,NA,1.666666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of 1+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.652753,1.44060299,5,30.7664454,1.31349096,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.44060299,1.31349096,0.05684619999999896,0.04770941181211728,4.578233815572795,yes
PP,133,32,11,29,31,70,105,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,60,1.9,NA,unknown,NA,NA,LT50,death,5,10,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of slow-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",27.9809803,1.41126794,3,29.0800073,1.5097285,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.41126794,1.5097285,0.2198053999999999,0.014268839413532027,8.371546133321775,yes
PP,134,32,11,29,31,70,106,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,60,1.9,NA,unknown,NA,NA,LT50,death,10,15,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology. SD missing for animals acclimated to 15C.,"Data for the 100-min survival of slow-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",29.0800073,1.5097285,3,29.8948033,NA,3,sd,Data digitised from figure. Standard deviation missing for animals acclimated to 15C.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,yes,1.5097285,0.61985276681348,0.16295920000000025,0.011517921389176077,9.317790571791019,yes
PP,135,32,11,29,31,70,107,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,60,1.9,NA,unknown,NA,NA,LT50,death,15,20,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology. SD missing for animals acclimated to 15C,"Data for the 100-min survival of slow-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",29.8948033,NA,3,30.5580093,1.57536886,3,sd,Data digitised from figure. Standard deviation missing for animals acclimated to 15C.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,yes,0.61985276681348,1.57536886,0.13264119999999976,0.012596718339741521,8.909868423477274,yes
PP,136,32,11,29,31,70,108,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,60,1.9,NA,unknown,NA,NA,LT50,death,20,25,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology.  SD missing for animals acclimated to 25C,"Data for the 100-min survival of slow-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.5580093,1.57536886,3,31.8844212,NA,3,sd,Data digitised from figure. Standard deviation missing for animals acclimated to 25C.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,yes,1.57536886,0.61985276681348,0.26528238000000004,0.012596718339741521,8.909868423477274,yes
PP,137,32,11,29,31,70,109,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,60,1.9,NA,unknown,NA,NA,LT50,death,25,27,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology.  SD missing for animals acclimated to 25C,"Data for the 100-min survival of slow-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",31.8844212,NA,3,31.8465237,1.77228997,3,sd,Data digitised from figure. Standard deviation missing for animals acclimated to 25C.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,yes,0.61985276681348,1.77228997,-0.018948749999999848,0.10111126453286035,3.144852124233459,yes
PP,138,32,11,29,31,71,110,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,102,11,NA,unknown,NA,NA,LT50,death,5,10,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of fast-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",28.4925963,1.05024591,3,29.326341,1.47690831,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.05024591,1.47690831,0.1667489400000001,0.011554384770641819,9.303076390327673,yes
PP,139,32,11,29,31,71,111,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,102,11,NA,unknown,NA,NA,LT50,death,10,15,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of fast-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",29.326341,1.47690831,3,30.4822143,1.41126794,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.47690831,1.41126794,0.23117465999999992,0.013924146709308794,8.474531625631924,yes
PP,140,32,11,29,31,71,112,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,102,11,NA,unknown,NA,NA,LT50,death,15,20,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of fast-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.4822143,1.41126794,3,31.9602162,1.87075053,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.41126794,1.87075053,0.2956003800000005,0.01900836331493411,7.253166347400141,yes
PP,141,32,11,29,31,71,113,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-100min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,102,11,NA,unknown,NA,NA,LT50,death,20,25,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of fast-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",31.9602162,1.87075053,3,30.652753,1.5097285,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.87075053,1.5097285,-0.26149264000000016,0.019697748651176173,7.1251121452674955,yes
PP,142,32,11,29,31,71,114,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-10min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,102,11,NA,unknown,NA,NA,LT50,death,25,27,0.15,constant,14,NA,1.666666667,8,3,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 100-min survival of fast-growing 1+ parr from River Lune. The geographical coordinates were not taken because too approximate (""River Lune in North Lancashire""). No ramping rates were assigned because the temperature remained constant for 100 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",30.652753,1.5097285,3,31.1454203,1.44408813,3,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.5097285,1.44408813,0.2463336500000004,0.09102040268943506,3.3145961663400603,yes
PP,143,32,11,28,30,72,95,"Same cohort ID because it seems like the survival of the same animals was measured at different time points. Two populations (""River Leven"" and ""River Lune"") were used in this study. Treatments were re-used in stepwise comparisons.",Fig1,NA,003_Elliott_1991_Fig1-1000min,published,NA,peer-reviewed,Elliott_1991,"Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar",1991,Freshwater Biology,NA,https://doi.org/10.1111/j.1365-2427.1991.tb00473.x,"Elliott, J. M. ""Tolerance and resistance to thermal stress in juvenile Atlantic salmon, Salmo salar."" Freshwater Biology 25, no. 1 (1991): 61-70.",Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,Salmo salar,aquatic,fish,oviparous,juvenile,juvenile,no,mobile,NA,NA,A,hatchery,NA,NA,NA,NA,NA,50,1.5,NA,unknown,NA,NA,LT50,death,5,10,0.15,constant,14,NA,16.66666667,8,5,1,NA,NA,NA,NA,NA,NA,fed,NA,Elliott's hybrid methodology,"Data for the 1000-min survival of 0+ parr from River Leven. The geographical coordinates were not taken because too approximate (""River Leven in South Cumbria""). No ramping rates were assigned because the temperature remained constant for 1000 min. This measure was considered analogous to LT50 estimations. n_replicates_per_temp and n_animals_per_replicates unclear, so it may affect the sample sizes.",26.7962085,1.1869176,5,27.2511848,1.35647726,5,sd,Data digitised from figure.,no,5,4,29.16351627625,29.758578135,1.32015873625,1.3627534779166666,34.73055500801087,35.525506797521736,0.7803775388472577,0.7399743220592873,no,1.1869176,1.35647726,0.0909952600000004,0.006555108848772368,12.351225367883504,yes
